date,hospital_onset_covid
2023/04/15,1211.0
2023/04/16,1210.0
2023/04/17,788.0
2023/04/18,968.0
2023/04/19,825.0
2023/04/20,810.0
2023/04/21,822.0
2023/04/22,786.0
2023/04/23,770.0
2023/04/24,756.0
2023/04/25,798.0
2023/04/26,1200.0
2023/04/27,794.0
2023/04/28,920.0
2023/04/29,843.0
2023/04/30,839.0
2023/05/01,918.0
2023/05/02,808.0
2023/05/03,712.0
2023/05/04,815.0
2023/05/05,781.0
2023/05/06,779.0
2023/05/07,783.0
2023/05/08,795.0
2023/05/09,727.0
2023/05/10,1128.0
2023/05/11,764.0
2023/05/12,768.0
2023/05/13,866.0
2023/05/14,753.0
2023/05/15,647.0
2023/05/16,642.0
2023/05/17,662.0
2023/05/18,1100.0
2023/05/19,1039.0
2023/05/20,661.0
2023/05/21,655.0
2023/05/22,615.0
2023/05/23,651.0
2023/05/24,1059.0
2023/05/25,674.0
2023/05/26,674.0
2023/05/27,656.0
2023/05/28,647.0
2023/05/29,676.0
2023/05/30,628.0
2023/05/31,1041.0
2023/06/01,1030.0
2023/06/02,1062.0
2023/06/03,1055.0
2023/06/04,1110.0
2023/06/05,663.0
2023/06/06,657.0
2023/06/07,1287.0
2023/06/08,685.0
2023/06/09,1058.0
2023/06/10,526.0
2023/06/11,350.0
2023/06/12,312.0
2023/06/13,248.0
2023/06/14,293.0
2023/06/15,261.0
2023/06/16,249.0
2023/06/17,244.0
2023/06/18,222.0
2023/06/19,180.0
2023/06/20,190.0
2023/06/21,298.0
2023/06/22,219.0
2023/06/23,206.0
2023/06/24,207.0
2023/06/25,206.0
2023/06/26,178.0
2023/06/27,155.0
2023/06/28,192.0
2023/06/29,187.0
2023/06/30,191.0
2023/07/01,182.0
2023/07/02,179.0
2023/07/03,149.0
2023/07/04,150.0
2023/07/05,184.0
2023/07/06,190.0
2023/07/07,191.0
2023/07/08,196.0
2023/07/09,193.0
2023/07/10,146.0
2023/07/11,158.0
2023/07/12,186.0
2023/07/13,231.0
2023/07/14,174.0
2023/07/15,175.0
2023/07/16,171.0
2023/07/17,137.0
2023/07/18,152.0
2023/07/19,177.0
2023/07/20,181.0
2023/07/21,179.0
2023/07/22,182.0
2023/07/23,176.0
2023/07/24,157.0
2023/07/25,180.0
2023/07/26,215.0
2023/07/27,198.0
2023/07/28,207.0
2023/07/29,224.0
2023/07/30,220.0
2023/07/31,189.0
2023/08/01,205.0
2023/08/02,251.0
2023/08/03,260.0
2023/08/04,273.0
2023/08/05,267.0
2023/08/06,254.0
2023/08/07,266.0
2023/08/08,237.0
2023/08/09,276.0
2023/08/10,265.0
2023/08/11,250.0
2023/08/12,245.0
2023/08/13,247.0
2023/08/14,270.0
2023/08/15,230.0
2023/08/16,295.0
2023/08/17,307.0
2023/08/18,324.0
2023/08/19,320.0
2023/08/20,309.0
2023/08/21,249.0
2023/08/22,247.0
2023/08/23,319.0
2023/08/24,312.0
2023/08/25,309.0
2023/08/26,327.0
2023/08/27,331.0
2023/08/28,285.0
2023/08/29,325.0
2023/08/30,347.0
2023/08/31,351.0
2023/09/01,350.0
2023/09/02,325.0
2023/09/03,326.0
2023/09/04,311.0
2023/09/05,306.0
2023/09/06,379.0
2023/09/07,375.0
2023/09/08,342.0
2023/09/09,340.0
2023/09/10,367.0
2023/09/11,305.0
2023/09/12,315.0
2023/09/13,332.0
2023/09/14,340.0
2023/09/15,338.0
2023/09/16,301.0
2023/09/17,320.0
2023/09/18,276.0
2023/09/19,380.0
2023/09/20,372.0
2023/09/21,365.0
2023/09/22,357.0
2023/09/23,359.0
2023/09/24,357.0
2023/09/25,299.0
2023/09/26,303.0
2023/09/27,372.0
2023/09/28,344.0
2023/09/29,347.0
2023/09/30,337.0
2023/10/01,340.0
2023/10/02,296.0
2023/10/03,288.0
2023/10/04,320.0
2023/10/05,325.0
2023/10/06,346.0
2023/10/07,310.0
2023/10/08,346.0
2023/10/09,308.0
2023/10/10,311.0
2023/10/11,329.0
2023/10/12,305.0
2023/10/13,293.0
2023/10/14,301.0
2023/10/15,290.0
2023/10/16,258.0
2023/10/17,278.0
2023/10/18,300.0
2023/10/19,303.0
2023/10/20,307.0
2023/10/21,292.0
2023/10/22,303.0
2023/10/23,253.0
2023/10/24,263.0
2023/10/25,300.0
2023/10/26,302.0
2023/10/27,301.0
2023/10/28,303.0
2023/10/29,300.0
2023/10/30,266.0
2023/10/31,266.0
2023/11/01,316.0
2023/11/02,303.0
2023/11/03,279.0
2023/11/04,298.0
2023/11/05,299.0
2023/11/06,247.0
2023/11/07,264.0
2023/11/08,305.0
2023/11/09,307.0
2023/11/10,305.0
2023/11/11,307.0
2023/11/12,292.0
2023/11/13,257.0
2023/11/14,277.0
2023/11/15,314.0
2023/11/16,320.0
2023/11/17,325.0
2023/11/18,308.0
2023/11/19,317.0
2023/11/20,255.0
2023/11/21,272.0
2023/11/22,311.0
2023/11/23,304.0
2023/11/24,303.0
2023/11/25,291.0
2023/11/26,293.0
2023/11/27,263.0
2023/11/28,261.0
2023/11/29,342.0
2023/11/30,312.0
2023/12/01,320.0
2023/12/02,328.0
2023/12/03,325.0
2023/12/04,316.0
2023/12/05,441.0
2023/12/06,374.0
2023/12/07,382.0
2023/12/08,347.0
2023/12/09,359.0
2023/12/10,331.0
2023/12/11,319.0
2023/12/12,320.0
2023/12/13,365.0
2023/12/14,398.0
2023/12/15,360.0
2023/12/16,348.0
2023/12/17,396.0
2023/12/18,360.0
2023/12/19,378.0
2023/12/20,419.0
2023/12/21,412.0
2023/12/22,412.0
2023/12/23,407.0
2023/12/24,414.0
2023/12/25,379.0
2023/12/26,384.0
2023/12/27,475.0
2023/12/28,499.0
2023/12/29,515.0
2023/12/30,493.0
2023/12/31,532.0
2024/01/01,433.0
2024/01/02,448.0
2024/01/03,510.0
2024/01/04,515.0
2024/01/05,511.0
2024/01/06,503.0
2024/01/07,496.0
2024/01/08,432.0
2024/01/09,457.0
2024/01/10,478.0
2024/01/11,478.0
2024/01/12,488.0
2024/01/13,456.0
2024/01/14,498.0
2024/01/15,432.0
2024/01/16,434.0
2024/01/17,530.0
2024/01/18,526.0
2024/01/19,519.0
2024/01/20,493.0
2024/01/21,499.0
2024/01/22,432.0
2024/01/23,434.0
2024/01/24,523.0
2024/01/25,458.0
2024/01/26,441.0
2024/01/27,443.0
2024/01/28,439.0
2024/01/29,388.0
2024/01/30,375.0
2024/01/31,406.0
2024/02/01,402.0
2024/02/02,411.0
2024/02/03,388.0
2024/02/04,378.0
2024/02/05,455.0
2024/02/06,367.0
2024/02/07,392.0
2024/02/08,371.0
2024/02/09,376.0
2024/02/10,365.0
2024/02/11,371.0
2024/02/12,340.0
2024/02/13,342.0
2024/02/14,357.0
2024/02/15,342.0
2024/02/16,334.0
2024/02/17,341.0
2024/02/18,359.0
2024/02/19,319.0
2024/02/20,312.0
2024/02/21,344.0
2024/02/22,338.0
2024/02/23,301.0
2024/02/24,301.0
2024/02/25,319.0
2024/02/26,278.0
2024/02/27,276.0
2024/02/28,282.0
2024/02/29,313.0
2024/03/01,280.0
2024/03/02,264.0
2024/03/03,265.0
2024/03/04,229.0
2024/03/05,207.0
2024/03/06,252.0
2024/03/07,244.0
2024/03/08,250.0
2024/03/09,242.0
2024/03/10,236.0
2024/03/11,190.0
2024/03/12,184.0
2024/03/13,233.0
2024/03/14,241.0
2024/03/15,233.0
2024/03/16,225.0
2024/03/17,217.0
2024/03/18,175.0
2024/03/19,188.0
2024/03/20,217.0
2024/03/21,214.0
2024/03/22,207.0
2024/03/23,200.0
2024/03/24,211.0
2024/03/25,186.0
2024/03/26,180.0
2024/03/27,227.0
2024/03/28,209.0
2024/03/29,210.0
2024/03/30,204.0
2024/03/31,200.0
2024/04/01,165.0
2024/04/02,179.0
2024/04/03,223.0
2024/04/04,197.0
2024/04/05,198.0
2024/04/06,204.0
2024/04/07,206.0
2024/04/08,189.0
2024/04/09,168.0
2024/04/10,195.0
2024/04/11,206.0
2024/04/12,208.0
2024/04/13,180.0
2024/04/14,183.0
2024/04/15,133.0
2024/04/16,146.0
2024/04/17,177.0
2024/04/18,184.0
2024/04/19,174.0
2024/04/20,173.0
2024/04/21,174.0
2024/04/22,133.0
2024/04/23,127.0
2024/04/24,157.0
2024/04/25,162.0
2024/04/26,155.0
2024/04/27,148.0
