date,hospital_onset_covid
2022/06/11,1335.0
2022/06/12,1331.0
2022/06/13,1194.0
2022/06/14,1234.0
2022/06/15,1661.0
2022/06/16,1379.0
2022/06/17,1336.0
2022/06/18,1323.0
2022/06/19,1319.0
2022/06/20,1374.0
2022/06/21,1172.0
2022/06/22,1376.0
2022/06/23,1431.0
2022/06/24,1429.0
2022/06/25,1425.0
2022/06/26,1397.0
2022/06/27,1224.0
2022/06/28,1254.0
2022/06/29,1839.0
2022/06/30,1601.0
2022/07/01,2196.0
2022/07/02,1804.0
2022/07/03,1809.0
2022/07/04,1556.0
2022/07/05,1324.0
2022/07/06,1944.0
2022/07/07,1687.0
2022/07/08,1719.0
2022/07/09,1713.0
2022/07/10,1682.0
2022/07/11,1458.0
2022/07/12,1536.0
2022/07/13,2000.0
2022/07/14,1795.0
2022/07/15,1849.0
2022/07/16,1822.0
2022/07/17,1791.0
2022/07/18,1631.0
2022/07/19,1915.0
2022/07/20,2309.0
2022/07/21,1906.0
2022/07/22,2546.0
2022/07/23,2508.0
2022/07/24,2460.0
2022/07/25,1826.0
2022/07/26,1662.0
2022/07/27,2539.0
2022/07/28,2221.0
2022/07/29,2570.0
2022/07/30,2216.0
2022/07/31,2210.0
2022/08/01,1656.0
2022/08/02,1658.0
2022/08/03,2636.0
2022/08/04,2272.0
2022/08/05,2209.0
2022/08/06,2190.0
2022/08/07,2136.0
2022/08/08,1878.0
2022/08/09,1605.0
2022/08/10,1791.0
2022/08/11,1768.0
2022/08/12,1866.0
2022/08/13,1747.0
2022/08/14,1749.0
2022/08/15,1527.0
2022/08/16,1577.0
2022/08/17,2042.0
2022/08/18,1733.0
2022/08/19,1686.0
2022/08/20,1646.0
2022/08/21,1644.0
2022/08/22,1466.0
2022/08/23,1511.0
2022/08/24,1980.0
2022/08/25,1546.0
2022/08/26,1946.0
2022/08/27,2184.0
2022/08/28,2130.0
2022/08/29,1730.0
2022/08/30,1419.0
2022/08/31,1841.0
2022/09/01,1829.0
2022/09/02,1557.0
2022/09/03,1505.0
2022/09/04,1421.0
2022/09/05,1301.0
2022/09/06,1336.0
2022/09/07,1722.0
2022/09/08,1747.0
2022/09/09,1838.0
2022/09/10,1651.0
2022/09/11,1660.0
2022/09/12,1623.0
2022/09/13,1646.0
2022/09/14,1769.0
2022/09/15,1720.0
2022/09/16,1381.0
2022/09/17,1336.0
2022/09/18,1315.0
2022/09/19,1323.0
2022/09/20,1364.0
2022/09/21,1682.0
2022/09/22,1349.0
2022/09/23,1373.0
2022/09/24,1308.0
2022/09/25,1321.0
2022/09/26,1281.0
2022/09/27,1284.0
2022/09/28,1659.0
2022/09/29,1436.0
2022/09/30,1316.0
2022/10/01,1617.0
2022/10/02,1593.0
2022/10/03,1233.0
2022/10/04,1271.0
2022/10/05,1370.0
2022/10/06,1356.0
2022/10/07,1345.0
2022/10/08,1335.0
2022/10/09,1297.0
2022/10/10,1262.0
2022/10/11,1330.0
2022/10/12,1691.0
2022/10/13,1365.0
2022/10/14,1363.0
2022/10/15,1604.0
2022/10/16,1633.0
2022/10/17,1656.0
2022/10/18,1687.0
2022/10/19,1689.0
2022/10/20,1695.0
2022/10/21,1667.0
2022/10/22,1634.0
2022/10/23,1635.0
2022/10/24,1303.0
2022/10/25,1459.0
2022/10/26,1823.0
2022/10/27,1425.0
2022/10/28,1384.0
2022/10/29,1337.0
2022/10/30,1367.0
2022/10/31,1327.0
2022/11/01,1485.0
2022/11/02,1793.0
2022/11/03,1396.0
2022/11/04,1360.0
2022/11/05,1882.0
2022/11/06,1792.0
2022/11/07,1353.0
2022/11/08,1502.0
2022/11/09,1810.0
2022/11/10,1428.0
2022/11/11,1350.0
2022/11/12,1337.0
